USAF,WBAN,YRMODAHRMN,YR,MO,DA,HRMN,DIR,SPD,GUS,CLG,SKC,L,M,H,VSB,WW,WW,WW,W,TEMP,DEWP,SLP,ALT,STP,MAX,MIN,PCP01,PCP06,PCP24,PCPXX,SD
654720,99999,200612100030,2006,12,10,30,300,3,***,722,SCT,*,*,*,5,**,**,**,*,81,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612100000,2006,12,10,0,***,0,***,722,SCT,5,0,0,6.2,**,**,**,*,81,78,1011,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612092330,2006,12,9,2330,290,2,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612092300,2006,12,9,2300,250,3,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612092230,2006,12,9,2230,270,6,***,722,***,*,*,*,6.2,**,**,**,*,82,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612092200,2006,12,9,2200,270,5,***,722,***,*,*,*,6.2,**,**,**,*,82,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612092130,2006,12,9,2130,240,3,***,722,***,*,*,*,6.2,**,**,**,*,82,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612092100,2006,12,9,2100,240,3,***,722,***,*,*,*,6.2,**,**,**,*,84,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612092030,2006,12,9,2030,210,8,***,722,***,*,*,*,6.2,**,**,**,*,84,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612092000,2006,12,9,2000,220,6,***,722,CLR,*,*,*,5,**,**,**,*,84,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612091930,2006,12,9,1930,190,7,***,722,CLR,*,*,*,5,**,**,**,*,84,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612091900,2006,12,9,1900,210,5,***,722,CLR,*,*,*,5,**,**,**,*,84,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612091800,2006,12,9,1800,190,6,***,722,SCT,0,3,0,3.1,5,**,**,0,84,74,1008.9,29.8,******,91,***,*****,*****,*****,*****,**
654720,99999,200612091700,2006,12,9,1700,180,7,***,722,SCT,*,*,*,3.1,5,**,**,*,86,73,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200612091400,2006,12,9,1400,140,7,***,722,***,*,*,*,2.5,5,**,**,*,90,75,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200612091200,2006,12,9,1200,90,1,***,722,SCT,2,0,0,2.5,5,**,**,0,91,68,1009.6,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612091100,2006,12,9,1100,***,***,***,722,***,*,*,*,1.9,5,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200612091000,2006,12,9,1000,***,***,***,722,***,*,*,*,1.9,5,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200612090800,2006,12,9,800,280,8,***,722,SCT,*,*,*,1.2,10,**,**,*,79,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612090700,2006,12,9,700,280,9,***,722,SCT,*,*,*,1.2,10,**,**,*,79,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612090600,2006,12,9,600,280,8,***,722,***,5,0,0,1.2,10,**,**,1,78,76,1009.6,29.8,******,***,77,*****,*****,*****,*****,**
654720,99999,200612090500,2006,12,9,500,270,7,***,722,***,*,*,*,6.2,**,**,**,*,79,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200612090400,2006,12,9,400,270,6,***,722,***,*,*,*,6.2,**,**,**,*,79,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200612090300,2006,12,9,300,270,7,***,722,***,*,*,*,6.2,**,**,**,*,81,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200612090200,2006,12,9,200,270,7,***,722,SCT,*,*,*,7,**,**,**,*,81,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200612090100,2006,12,9,100,270,7,***,11,BKN,*,*,*,7,**,**,**,*,82,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612090000,2006,12,9,0,260,9,***,11,***,5,0,0,6.2,**,**,**,*,82,78,1010.6,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612082300,2006,12,8,2300,240,9,***,11,BKN,*,*,*,7,**,**,**,*,82,79,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612082200,2006,12,8,2200,230,11,***,722,SCT,*,*,*,7,**,**,**,*,84,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612082100,2006,12,8,2100,240,9,***,722,SCT,*,*,*,7,**,**,**,*,84,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612082000,2006,12,8,2000,240,11,***,722,***,*,*,*,6.2,**,**,**,*,84,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612081900,2006,12,8,1900,200,7,***,722,CLR,*,*,*,3.8,**,**,**,*,84,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200612081830,2006,12,8,1830,210,17,***,722,SCT,*,*,*,2.5,5,**,**,*,86,73,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200612081800,2006,12,8,1800,230,10,***,722,***,0,3,0,2.5,5,**,**,1,85,73,1008.2,29.77,******,93,***,*****,*****,*****,*****,**
654720,99999,200612081730,2006,12,8,1730,210,11,***,722,CLR,*,*,*,4.4,**,**,**,*,86,73,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200612081700,2006,12,8,1700,200,11,***,722,CLR,*,*,*,4.4,**,**,**,*,86,73,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200612081630,2006,12,8,1630,210,10,***,722,CLR,*,*,*,4.4,**,**,**,*,88,73,******,29.74,******,***,***,*****,*****,*****,*****,**
654720,99999,200612081600,2006,12,8,1600,210,14,***,246,BKN,*,*,*,3.1,5,**,**,*,90,73,******,29.74,******,***,***,*****,*****,*****,*****,**
654720,99999,200612081530,2006,12,8,1530,200,15,***,246,BKN,*,*,*,3.1,5,**,**,*,88,75,******,29.74,******,***,***,*****,*****,*****,*****,**
654720,99999,200612081500,2006,12,8,1500,210,14,***,246,BKN,*,*,*,3.1,5,**,**,*,90,73,******,29.74,******,***,***,*****,*****,*****,*****,**
654720,99999,200612081430,2006,12,8,1430,180,15,***,246,BKN,*,*,*,3.1,5,**,**,*,91,73,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200612081400,2006,12,8,1400,190,11,***,722,SCT,*,*,*,3.1,5,**,**,*,90,70,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200612081330,2006,12,8,1330,200,10,***,722,SCT,*,*,*,2.8,5,**,**,*,93,70,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200612081300,2006,12,8,1300,***,0,***,722,SCT,*,*,*,2.8,5,**,**,*,91,70,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200612081230,2006,12,8,1230,40,2,***,16,BKN,*,*,*,2.8,5,**,**,*,91,70,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200612081200,2006,12,8,1200,280,7,***,722,SCT,2,0,0,2.8,5,**,**,0,90,70,1009.6,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612081100,2006,12,8,1100,270,5,***,722,SCT,*,*,*,2.2,5,**,**,*,90,72,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612081000,2006,12,8,1000,280,11,***,722,***,*,*,*,2.2,5,**,**,*,84,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612080900,2006,12,8,900,***,***,***,722,***,*,*,*,****,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200612080800,2006,12,8,800,270,6,***,722,SCT,*,*,*,1.2,10,**,**,*,79,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612080700,2006,12,8,700,280,6,***,722,***,*,*,*,0.9,10,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200612080600,2006,12,8,600,280,1,***,722,CLR,0,0,0,1.9,10,**,**,0,77,74,1011.1,*****,******,***,76,*****,*****,*****,*****,**
654720,99999,200612080500,2006,12,8,500,280,6,***,722,***,*,*,*,5,**,**,**,*,79,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612080400,2006,12,8,400,260,6,***,722,***,*,*,*,5,**,**,**,*,79,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612080300,2006,12,8,300,***,***,***,722,***,*,*,*,****,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200612080200,2006,12,8,200,***,***,***,722,***,*,*,*,****,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200612080100,2006,12,8,100,***,0,***,722,***,*,*,*,6.2,**,**,**,*,77,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612080000,2006,12,8,0,***,0,***,722,SCT,0,3,0,6.2,**,**,**,*,81,75,1011.7,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200612072300,2006,12,7,2300,220,3,***,722,SCT,*,*,*,5,**,**,**,*,82,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612072200,2006,12,7,2200,250,7,***,722,SCT,*,*,*,5,**,**,**,*,82,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612072100,2006,12,7,2100,250,6,***,722,***,*,*,*,5,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200612072000,2006,12,7,2000,210,10,***,722,***,*,*,*,3.1,5,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200612071900,2006,12,7,1900,200,11,***,722,***,*,*,*,3.1,5,**,**,*,84,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612071800,2006,12,7,1800,210,9,***,722,CLR,0,0,0,3.1,5,**,**,0,85,74,1009.5,29.8,******,92,***,*****,*****,*****,*****,**
654720,99999,200612071700,2006,12,7,1700,220,11,***,722,***,*,*,*,3.1,5,**,**,*,86,73,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200612071500,2006,12,7,1500,180,16,***,722,SCT,*,*,*,3.1,5,**,**,*,90,73,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200612071400,2006,12,7,1400,180,15,***,722,SCT,*,*,*,3.1,5,**,**,*,91,72,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200612071300,2006,12,7,1300,200,11,***,722,SCT,*,*,*,3.1,5,**,**,*,93,68,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612071200,2006,12,7,1200,180,5,***,722,SCT,2,0,0,3.1,5,**,**,0,91,70,1011,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612071100,2006,12,7,1100,320,9,***,722,***,*,*,*,1.9,5,**,**,*,88,70,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612071000,2006,12,7,1000,310,11,***,722,***,*,*,*,1.9,5,**,**,*,86,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612070800,2006,12,7,800,270,10,***,722,CLR,*,*,*,1.2,10,**,**,*,81,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612070700,2006,12,7,700,300,1,***,722,***,*,*,*,1.2,10,**,**,*,79,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612070600,2006,12,7,600,280,1,***,722,***,*,*,*,3.1,10,**,**,*,77,75,******,29.62,******,***,***,*****,*****,*****,*****,**
654720,99999,200612070500,2006,12,7,500,290,1,***,722,CLR,*,*,*,3.1,10,**,**,*,77,75,******,29.62,******,***,***,*****,*****,*****,*****,**
654720,99999,200612070300,2006,12,7,300,260,2,***,722,CLR,*,*,*,5,**,**,**,*,79,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612070200,2006,12,7,200,290,2,***,722,CLR,*,*,*,5,**,**,**,*,79,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612070100,2006,12,7,100,280,2,***,722,CLR,*,*,*,5,**,**,**,*,81,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612070000,2006,12,7,0,280,7,***,722,***,*,*,*,5,**,**,**,*,81,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612062300,2006,12,6,2300,300,1,***,722,***,*,*,*,5,**,**,**,*,82,77,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612062200,2006,12,6,2200,250,3,***,722,SCT,*,*,*,5,**,**,**,*,82,75,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612062100,2006,12,6,2100,210,9,***,722,SCT,*,*,*,5,**,**,**,*,84,75,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612062000,2006,12,6,2000,200,14,***,722,SCT,*,*,*,5,**,**,**,*,84,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612061900,2006,12,6,1900,190,11,***,722,***,*,*,*,5,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200612061800,2006,12,6,1800,240,13,***,722,SCT,*,*,*,3.8,**,**,**,*,84,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612061700,2006,12,6,1700,210,16,***,722,***,*,*,*,3.8,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200612061600,2006,12,6,1600,190,14,***,722,***,*,*,*,3.8,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200612061500,2006,12,6,1500,210,15,***,722,***,*,*,*,3.1,5,**,**,*,90,70,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612061400,2006,12,6,1400,200,17,***,722,***,*,*,*,3.1,5,**,**,*,90,68,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612061300,2006,12,6,1300,180,13,***,722,SCT,*,*,*,3.1,5,**,**,*,91,68,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612061100,2006,12,6,1100,***,0,***,722,SCT,*,*,*,3.1,5,**,**,*,90,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612061000,2006,12,6,1000,300,9,***,722,SCT,*,*,*,3.1,5,**,**,*,86,75,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200612060900,2006,12,6,900,270,9,***,722,***,*,*,*,1.9,5,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200612060800,2006,12,6,800,***,***,***,722,CLR,*,*,*,1.6,10,**,**,*,79,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200612060700,2006,12,6,700,290,1,***,722,CLR,*,*,*,1.6,10,**,**,*,77,73,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200612060600,2006,12,6,600,300,2,***,722,CLR,0,0,0,1.6,10,**,**,0,76,73,1012.7,29.88,******,***,75,*****,*****,*****,*****,**
654720,99999,200612060400,2006,12,6,400,290,1,***,722,CLR,*,*,*,1.9,10,**,**,*,77,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612060300,2006,12,6,300,***,***,***,722,CLR,*,*,*,1.9,10,**,**,*,77,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612060000,2006,12,6,0,***,***,***,722,***,*,*,*,3.1,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200612052000,2006,12,5,2000,***,***,***,722,CLR,*,*,*,3.1,5,**,**,*,82,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612051900,2006,12,5,1900,180,2,***,722,CLR,*,*,*,2.2,5,**,**,*,84,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612051800,2006,12,5,1800,190,2,***,722,CLR,0,0,0,2.2,5,**,**,0,84,75,1010.8,29.85,******,91,***,*****,*****,*****,*****,**
654720,99999,200612051700,2006,12,5,1700,150,3,***,722,CLR,*,*,*,2.2,5,**,**,*,86,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612051600,2006,12,5,1600,130,7,***,722,CLR,*,*,*,2.2,5,**,**,*,88,79,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612051500,2006,12,5,1500,150,7,***,722,***,*,*,*,2.2,5,**,**,*,90,79,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612051400,2006,12,5,1400,180,7,***,722,SCT,*,*,*,1.9,5,**,**,*,91,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612051300,2006,12,5,1300,160,8,***,722,SCT,*,*,*,1.9,5,**,**,*,91,79,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612051200,2006,12,5,1200,30,4,***,722,SCT,2,0,0,1.9,5,**,**,1,90,72,1012.1,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612051100,2006,12,5,1100,60,9,***,722,SCT,*,*,*,1.9,5,**,**,*,88,70,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612051000,2006,12,5,1000,***,***,***,15,BKN,*,*,*,1.9,5,**,**,*,86,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200612050900,2006,12,5,900,290,9,***,246,BKN,*,*,*,1.9,10,**,**,*,82,75,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200612050800,2006,12,5,800,300,6,***,246,BKN,*,*,*,1.9,10,**,**,*,79,75,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612050730,2006,12,5,730,300,7,***,246,BKN,*,*,*,1.2,10,**,**,*,77,75,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612050700,2006,12,5,700,290,5,***,246,BKN,*,*,*,1.2,10,**,**,*,77,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612050630,2006,12,5,630,310,7,***,246,BKN,*,*,*,1.6,10,**,**,*,77,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612050600,2006,12,5,600,320,5,***,722,SCT,0,0,2,1.6,10,**,**,0,76,73,1011.5,29.85,******,***,75,*****,*****,*****,*****,**
654720,99999,200612050500,2006,12,5,500,280,3,***,722,***,*,*,*,6.2,**,**,**,*,77,73,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612050300,2006,12,5,300,280,3,***,722,***,*,*,*,6.2,**,**,**,*,79,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612050200,2006,12,5,200,***,***,***,722,***,*,*,*,6.2,**,**,**,*,79,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612050100,2006,12,5,100,270,1,***,722,***,*,*,*,6.2,**,**,**,*,79,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612050030,2006,12,5,30,270,1,***,722,SCT,*,*,*,7,**,**,**,*,79,75,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612050000,2006,12,5,0,***,0,***,722,CLR,0,0,0,7.5,**,**,**,*,80,75,1013.1,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612042330,2006,12,4,2330,280,3,***,722,***,*,*,*,6.2,**,**,**,*,81,75,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612042300,2006,12,4,2300,290,5,***,722,***,*,*,*,6.2,**,**,**,*,81,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612042200,2006,12,4,2200,***,***,***,722,***,*,*,*,****,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200612042100,2006,12,4,2100,220,6,***,722,***,*,*,*,6.2,**,**,**,*,82,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612042030,2006,12,4,2030,230,9,***,722,***,*,*,*,6.2,**,**,**,*,82,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612042000,2006,12,4,2000,220,6,***,722,***,*,*,*,6.2,**,**,**,*,82,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612041930,2006,12,4,1930,220,5,***,722,***,*,*,*,6.2,**,**,**,*,84,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612041900,2006,12,4,1900,***,***,***,722,***,*,*,*,7,**,**,**,*,84,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612041800,2006,12,4,1800,180,9,***,722,SCT,*,*,*,5,**,**,**,*,84,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612041700,2006,12,4,1700,***,***,***,722,CLR,*,*,*,3.8,**,**,**,*,86,73,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612041600,2006,12,4,1600,***,***,***,722,***,*,*,*,3.1,5,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200612041500,2006,12,4,1500,150,6,***,722,SCT,*,*,*,3.1,**,**,**,*,90,82,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612041400,2006,12,4,1400,140,9,***,236,BKN,*,*,*,3.1,5,**,**,*,91,81,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612041300,2006,12,4,1300,120,8,***,722,SCT,*,*,*,3.1,5,**,**,*,91,81,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612041200,2006,12,4,1200,100,8,***,722,SCT,2,3,0,2.8,5,**,**,1,91,79,1011.5,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612041000,2006,12,4,1000,50,5,***,722,***,*,*,*,2.5,5,**,**,*,88,72,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612040900,2006,12,4,900,70,3,***,722,SCT,*,*,*,2.5,5,**,**,*,84,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612040800,2006,12,4,800,310,2,***,722,***,*,*,*,2.5,10,**,**,*,81,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612040700,2006,12,4,700,***,0,***,722,***,*,*,*,2.5,10,**,**,*,79,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612040600,2006,12,4,600,***,0,***,722,CLR,0,0,0,2.5,10,**,**,0,78,74,1011.8,29.88,******,***,77,*****,*****,0,*****,**
654720,99999,200612040500,2006,12,4,500,290,5,***,722,***,*,*,*,6.2,**,**,**,*,79,73,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612040400,2006,12,4,400,***,0,***,722,***,*,*,*,6.2,**,**,**,*,79,73,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200612040300,2006,12,4,300,***,0,***,722,***,*,*,*,6.2,**,**,**,*,79,73,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612040200,2006,12,4,200,300,2,***,722,***,*,*,*,6.2,**,**,**,*,79,73,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612040100,2006,12,4,100,290,2,***,722,***,*,*,*,6.2,**,**,**,*,79,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612040000,2006,12,4,0,***,0,***,722,SCT,0,3,2,9.4,**,**,**,*,79,73,1013,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612032300,2006,12,3,2300,310,2,***,722,***,*,*,*,6.2,**,**,**,*,81,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612032200,2006,12,3,2200,300,2,***,722,***,*,*,*,6.2,**,**,**,*,82,75,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612032100,2006,12,3,2100,***,0,***,722,***,*,*,*,6.2,**,**,**,*,82,75,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612032000,2006,12,3,2000,180,5,***,722,***,*,*,*,6.2,**,**,**,*,82,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612031900,2006,12,3,1900,220,7,***,722,***,*,*,*,6.2,**,**,**,*,84,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612031830,2006,12,3,1830,230,2,***,118,BKN,*,*,*,7,**,**,**,*,84,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612031800,2006,12,3,1800,180,6,***,118,BKN,9,3,6,7.5,3,**,**,0,84,74,1010.9,29.85,******,91,***,*****,*****,*****,*****,**
654720,99999,200612031700,2006,12,3,1700,210,6,***,722,***,*,*,*,7,**,**,**,*,86,73,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612031630,2006,12,3,1630,160,11,***,722,***,*,*,*,7,**,**,**,*,86,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612031600,2006,12,3,1600,200,10,***,722,***,*,*,*,7,**,**,**,*,86,73,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612031530,2006,12,3,1530,150,11,***,722,***,*,*,*,7,**,**,**,*,88,73,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200612031500,2006,12,3,1500,150,14,***,722,***,*,*,*,7,**,**,**,*,90,72,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200612031430,2006,12,3,1430,130,15,***,722,SCT,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200612031400,2006,12,3,1400,150,6,***,722,***,*,*,*,7,**,**,**,*,91,72,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612031330,2006,12,3,1330,170,9,***,722,***,*,*,*,7,**,**,**,*,90,72,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612031300,2006,12,3,1300,240,3,***,722,***,*,*,*,7,17,**,**,*,88,73,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200612031230,2006,12,3,1230,190,1,***,722,***,*,*,*,7,17,**,**,*,88,73,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200612031200,2006,12,3,1200,210,7,***,16,BKN,9,3,2,6.2,17,**,**,6,86,76,1011.1,29.85,******,***,***,*****,0,T*****,*****,**
654720,99999,200612031130,2006,12,3,1130,250,7,***,16,BKN,*,*,*,5,80,**,**,*,86,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612031100,2006,12,3,1100,40,2,***,722,***,*,*,*,****,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200612031000,2006,12,3,1000,310,2,***,15,BKN,*,*,*,4.4,**,**,**,*,86,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612030930,2006,12,3,930,290,6,***,15,BKN,*,*,*,4.4,**,**,**,*,86,75,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612030900,2006,12,3,900,330,5,***,15,BKN,*,*,*,4.4,**,**,**,*,84,75,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200612030830,2006,12,3,830,330,7,***,722,SCT,*,*,*,3.8,**,**,**,*,82,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612030800,2006,12,3,800,300,7,***,722,SCT,*,*,*,3.8,**,**,**,*,81,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200612030700,2006,12,3,700,300,2,***,98,BKN,*,*,*,3.8,**,**,**,*,79,75,******,29.88,******,***,***,*****,*****,*****,*****,**
